International plan,Voice mail plan,Churn,Account length,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
0,0,0,0.944965934,-0.589413535,1.149781734,-0.365795208,-0.586670791,-0.844524013,1.85403933,0.200560664,0.560644201,1.031314036,1.096392451
0,1,0,1.551692209,2.790522792,0.837974665,-0.165639217,-0.23921654,-0.794915089,1.052397422,-2.014242672,0.66825495,-1.004736927,-1.191954841
0,0,0,1.172488287,-0.589413535,1.275242567,-0.866185184,-1.010682758,-0.745306165,-0.564673846,0.458095936,-0.802425292,-0.190316542,1.096392451
0,0,0,-0.268486618,-0.589413535,0.441297032,2.286271665,0.516545531,0.842179405,-0.96057071,0.252067719,-1.05351704,-0.190316542,-0.42917241
0,0,0,-1.279697078,-0.589413535,-0.412943637,-0.515912201,0.449802906,-1.390222178,-0.38937623,0.561110045,-1.483960038,-1.004736927,-0.42917241
0,0,1,-0.47072871,-0.589413535,2.229113898,0.434828754,-0.380553862,-0.001172304,1.357691023,-1.39615802,0.524773951,-0.190316542,-1.191954841
0,0,1,1.096647503,-0.589413535,-2.174930331,0.835140735,-2.420129945,-0.745306165,-0.554825666,-0.056974607,-0.730684792,1.031314036,1.859174882
0,0,0,-0.774091848,-0.589413535,-0.171247033,-0.11560022,-0.887012601,0.098045544,0.540292027,-1.241636857,1.708492194,-1.004736927,-0.42917241
0,0,0,1.096647503,-0.589413535,0.398861751,-0.065561222,2.024143636,-1.291004329,0.449688764,0.973166479,1.062827698,-1.004736927,-0.42917241
1,0,0,0.388800181,-0.589413535,0.662698502,0.184633766,0.086644509,-1.042959709,1.523140459,0.458095936,0.847606199,0.216893651,1.096392451
0,1,0,-1.15329577,1.247508382,-0.256117596,1.13537472,-1.261949109,-0.249216924,-0.50164549,-0.520538096,0.273682202,-1.004736927,1.096392451
0,1,0,-0.774091848,1.174031505,1.291847677,0.034516773,1.164341592,-0.100390152,0.424083494,-1.653693292,-0.156760795,-0.190316542,-0.42917241
0,0,1,0.135997566,-0.589413535,0.574137914,-0.215678215,0.958224663,-0.745306165,-0.192412616,-0.623552205,0.775865699,-1.41194712,0.33361002
0,0,1,-0.167365572,-0.589413535,-0.398183539,0.234672763,-0.890938638,0.04843662,-0.227866067,-0.829580422,-0.802425292,0.216893651,1.859174882
0,0,0,0.262398873,-0.589413535,0.642403367,0.885179732,0.159276188,-1.191786481,-0.369679869,-0.108481662,0.6323847,-1.004736927,-0.42917241
0,1,0,-0.672970802,1.982277148,-0.468294004,0.184633766,-1.511252441,-0.794915089,0.01833845,-2.220270889,0.237811952,1.845734422,0.33361002
0,0,1,0.692163319,-0.589413535,1.077826257,1.235452715,0.926816369,-0.348434772,0.152273708,-1.653693292,1.313919446,-0.190316542,-0.42917241
0,0,0,-0.47072871,-0.589413535,-0.656485253,-1.967043131,-0.10769431,0.246872316,-1.803574977,-0.314509879,0.309552452,-1.004736927,-0.42917241
0,0,0,-0.521289233,-0.589413535,-1.018107653,-0.015522225,-0.537595332,0.346090165,1.024822516,-1.962735618,-0.838295541,1.845734422,-0.42917241
0,0,0,-0.571849756,-0.589413535,1.354578094,-0.365795208,-0.43159234,0.594134785,1.235573583,0.252067719,-0.264371545,1.031314036,1.096392451
0,0,0,-0.268486618,-0.589413535,-0.007040943,-1.466653155,-0.192104099,-0.943741861,-1.447070836,-0.469031042,0.130201203,1.031314036,1.096392451
0,0,0,0.085437043,-0.589413535,1.825056216,0.284711761,-2.343572229,0.643743709,-0.747850007,1.900293457,-0.156760795,0.216893651,-0.42917241
0,0,0,-0.040964265,-0.589413535,0.345356396,-0.666029193,0.135719968,-1.191786481,-0.202260797,0.664124153,-0.551333543,-0.597526734,1.859174882
0,0,1,0.489921227,-0.589413535,0.601813098,1.535686701,0.176943354,0.197263392,-0.669064562,-0.21149577,-1.770922036,0.216893651,-0.42917241
0,1,0,-0.066244526,0.953600875,-0.337298135,0.685023742,1.017115214,-0.844524013,-0.806939091,-0.417523988,-2.093754284,1.438524229,1.859174882
0,0,0,0.869125149,-0.589413535,-0.512574298,-0.916224181,-1.59762525,0.246872316,-0.416951136,-0.005467553,0.094330953,0.624103844,-1.191954841
0,0,0,0.54048175,-0.589413535,-0.165711996,-0.31575621,-0.523854203,0.445308013,0.934219254,-1.293143911,0.381292952,-1.004736927,-0.42917241
0,0,0,-0.142085311,-0.589413535,1.081516281,-1.766887141,-0.258846724,-0.100390152,-0.219987522,0.767138262,0.560644201,-0.190316542,1.859174882
0,1,0,-0.192645834,0.953600875,-1.136188437,1.535686701,-0.704451893,0.742961557,0.311814235,-0.726566314,-0.156760795,-0.597526734,-0.42917241
0,0,0,1.425290902,-0.589413535,0.928380265,-0.515912201,-1.030312942,1.040615101,0.792405452,0.406588882,-0.228501295,1.031314036,1.096392451
0,0,0,0.489921227,-0.589413535,-0.26718767,-0.015522225,2.293077152,-0.844524013,-1.614489908,-0.726566314,-0.694814542,1.438524229,-0.42917241
0,0,0,0.060156781,-0.589413535,0.101814779,0.835140735,0.449802906,-0.298825848,0.426053131,-0.469031042,0.847606199,-1.004736927,0.33361002
0,0,0,-0.066244526,-0.589413535,-0.34098816,0.835140735,-0.186215044,0.643743709,0.522565301,0.664124153,0.66825495,-0.190316542,1.859174882
0,0,0,0.616322534,-0.589413535,-0.97382736,0.384789756,0.110200729,-0.497261545,0.918462165,0.715631208,1.098697947,1.031314036,-0.42917241
1,1,1,-1.633620739,2.496615285,0.319526224,-0.565951198,1.07011671,1.090224025,-1.238289405,1.33371586,3.502004683,0.624103844,-1.191954841
0,0,0,-0.925773417,-0.589413535,-0.311467964,-0.866185184,-0.943940134,0.445308013,-2.829755404,1.127687642,1.421530196,-0.597526734,-0.42917241
0,0,1,-0.672970802,-0.589413535,1.900701718,0.685023742,0.383060282,-2.580836355,-0.61391475,0.767138262,-0.300241794,-0.190316542,-0.42917241
0,1,0,0.287679135,2.055754025,-1.213678951,0.835140735,-0.841863179,-0.894132937,-0.464222403,0.921659425,-0.085020296,-0.597526734,0.33361002
0,0,0,-1.380818124,-0.589413535,0.566757865,-0.415834205,0.528323641,-1.142177557,-0.021054273,0.818645316,1.026957448,1.031314036,-0.42917241
0,1,0,-1.507219431,1.027077752,0.633178306,0.084555771,-1.150057062,-0.695697241,-1.161473596,1.179194697,-1.08938729,-0.597526734,-1.191954841
0,0,0,0.515201488,-0.589413535,0.206980477,0.134594768,-0.331478403,0.842179405,0.386660408,0.14905361,-0.156760795,-0.190316542,1.096392451
0,0,0,2.335380316,-0.589413535,-0.158331947,1.185413718,-1.336543807,-0.249216924,-1.738576984,-0.572045151,0.488903701,-0.597526734,-0.42917241
0,0,0,0.742723842,-0.589413535,-0.466448992,0.93521873,-1.770370866,-0.100390152,0.516656393,0.870152371,-0.371982294,0.216893651,0.33361002
0,0,0,-0.394887926,-0.589413535,0.404396787,-2.41739411,0.569547027,0.197263392,1.011035063,0.303574773,0.6323847,-0.597526734,-0.42917241
0,0,1,1.551692209,-0.589413535,-2.007034217,0.384789756,-0.841863179,-0.646088317,-0.913299443,-0.932594531,-0.407852544,-0.597526734,1.859174882
0,1,1,-1.001614201,1.394462135,0.147940085,1.185413718,-1.05583218,0.147654468,0.483172579,1.488237023,-1.376349288,0.624103844,1.859174882
0,0,0,-0.217926095,-0.589413535,-1.619581645,-0.515912201,-0.13125053,1.139832949,-0.515432943,-0.726566314,-0.371982294,-0.190316542,0.33361002
0,1,0,0.768004103,2.055754025,0.640558355,0.735062739,-0.759416407,0.842179405,1.251330672,0.097546556,-0.264371545,-0.190316542,1.096392451
0,0,0,-0.268486618,-0.589413535,-0.626965058,-0.415834205,0.339873878,0.693352633,-1.068900698,1.179194697,0.237811952,-1.004736927,1.096392451
0,0,0,-0.571849756,-0.589413535,0.950520412,0.735062739,0.58917721,1.983184658,1.18633268,1.024673534,-0.264371545,-0.597526734,-0.42917241
0,0,0,-0.47072871,-0.589413535,0.384101653,-0.215678215,0.015975848,0.098045544,0.097123896,-2.065749726,-1.12525754,-1.41194712,1.859174882
0,0,0,1.576972471,-0.589413535,0.323216249,0.434828754,0.043458105,1.38787757,0.103032804,-1.03560864,-0.407852544,2.252944614,-0.42917241
1,0,0,-0.243206357,-0.589413535,-0.914786968,0.584945747,-0.531706277,-0.844524013,0.906644348,1.539744077,0.345422702,-0.597526734,1.096392451
0,1,0,-0.647690541,0.953600875,-0.067926347,-0.165639217,0.335947841,0.29648124,0.715589643,1.745772294,-1.770922036,-0.190316542,2.621957313
0,0,0,-0.243206357,-0.589413535,0.435761996,0.284711761,0.190684482,0.643743709,-0.109687899,1.488237023,0.6323847,-0.597526734,1.096392451
0,1,0,0.666883057,2.055754025,0.068604559,0.835140735,-1.444509817,-1.191786481,1.223755766,-1.499172129,0.345422702,1.438524229,-0.42917241
0,1,0,0.312959396,1.100554628,0.470817228,0.034516773,-0.949829189,-1.985529266,-0.83845327,-2.117256781,-0.013279796,0.216893651,0.33361002
0,0,0,0.237118612,-0.589413535,-0.57161469,0.735062739,1.492165659,-0.794915089,-0.149080621,0.612617099,0.775865699,-0.597526734,-0.42917241
0,1,0,0.489921227,2.276184655,0.384101653,-1.616770148,0.392875374,-0.149999076,1.036640333,0.818645316,0.094330953,-0.190316542,-1.191954841
0,1,0,1.425290902,1.467939012,0.24203571,0.334750759,-0.095916199,-1.291004329,-1.801605341,2.003307566,-1.232868289,0.216893651,1.096392451
0,0,0,0.060156781,-0.589413535,1.23649731,-2.667589098,-0.095916199,-0.794915089,-0.013175728,-0.21149577,0.524773951,-0.190316542,-0.42917241
1,0,1,0.414080442,-0.589413535,-0.228442413,-0.716068191,-0.449259505,-0.646088317,0.949976343,1.642758186,1.385659946,1.031314036,0.33361002
0,0,0,0.995526457,-0.589413535,0.967125522,0.034516773,-0.790824701,-0.298825848,-1.787817888,-0.108481662,1.457400445,0.624103844,1.096392451
1,0,0,-0.445448449,-0.589413535,1.697750371,-0.666029193,0.312391621,1.288659722,-1.577066821,0.252067719,0.524773951,-0.190316542,-0.42917241
0,1,0,1.121927764,2.570092162,1.443138681,-0.165639217,-0.751564334,-0.249216924,1.688589895,-0.726566314,0.309552452,-0.190316542,0.33361002
0,0,0,0.312959396,-0.589413535,0.264175857,-0.065561222,0.412505558,1.239050798,-0.568613119,-1.705200346,0.130201203,0.624103844,-0.42917241
0,0,0,-1.128015509,-0.589413535,0.8582698,0.584945747,0.944483535,0.891788329,-1.19495741,2.157828729,-1.196998039,2.660154807,-0.42917241
0,0,0,-0.116805049,-0.589413535,1.492954012,0.735062739,-1.067610291,-2.680054203,1.345873207,-0.675059259,0.453033451,-0.190316542,2.621957313
0,0,0,1.273609333,-0.589413535,-0.014420992,0.785101737,1.800359542,1.88396681,1.274966306,0.046039501,-0.156760795,-0.190316542,-1.191954841
0,0,1,-0.445448449,-0.589413535,2.913613441,0.985257727,0.530286659,0.792570481,-0.931026168,0.715631208,1.995454192,1.031314036,-1.191954841
0,1,0,0.970246195,1.100554628,-0.403718576,1.435608706,0.915038259,-0.199608,1.143000685,0.612617099,1.242178947,-1.004736927,-1.191954841
0,1,0,0.363519919,1.174031505,-0.689695474,1.185413718,-0.333441422,1.437486494,-0.716335829,0.715631208,-0.228501295,-0.190316542,-0.42917241
0,0,0,-0.344327403,-0.589413535,-0.796706184,-0.165639217,-0.553299479,0.395699089,-1.254046494,0.046039501,-1.12525754,0.216893651,-1.191954841
0,0,0,1.020806718,-0.589413535,0.69406371,0.484867751,0.807072249,0.544525861,1.030731425,0.14905361,0.6323847,0.624103844,-1.191954841
0,1,0,1.020806718,2.055754025,0.147940085,-0.065561222,0.805109231,0.792570481,0.558018752,0.252067719,0.094330953,0.216893651,1.096392451
0,0,0,-0.97633394,-0.589413535,-1.486740764,0.134594768,-1.275690237,1.090224025,0.697862918,-0.932594531,0.7041252,-1.41194712,-0.42917241
0,0,0,1.147208025,-0.589413535,0.494802387,2.536466653,-1.016571813,-0.546870469,-0.669064562,-0.469031042,-1.483960038,-0.597526734,-0.42917241
0,1,0,-0.217926095,1.835323395,1.173766894,-0.415834205,0.263316162,-0.398043696,0.542261663,0.200560664,0.66825495,-1.004736927,0.33361002
0,1,0,2.133138224,1.688369642,0.190375367,1.285491713,-0.728008113,1.63592219,1.253300308,1.33371586,-0.981776541,-0.597526734,-0.42917241
0,0,0,1.197768548,-0.589413535,0.415466861,0.084555771,0.840443561,1.38787757,1.184363043,-0.520538096,0.237811952,-0.597526734,-0.42917241
0,1,0,-0.167365572,2.202707778,-0.173092045,1.185413718,-0.139102603,0.792570481,-1.876451514,-1.39615802,0.919346698,-0.190316542,-0.42917241
0,0,0,-0.824652371,-0.589413535,1.063066159,0.234672763,0.453728943,0.246872316,-2.043870585,-1.087115694,1.062827698,-1.004736927,-0.42917241
0,0,0,1.981456655,-0.589413535,0.732808967,-0.415834205,-1.000867666,1.239050798,0.857403445,0.200560664,-1.483960038,0.216893651,-1.191954841
0,0,0,-0.167365572,-0.589413535,1.349043057,0.184633766,-0.616116066,1.239050798,-0.596188025,0.303574773,0.309552452,1.031314036,0.33361002
0,0,0,-0.97633394,-0.589413535,-0.597444862,-0.465873203,-0.196030136,0.346090165,-0.117566443,0.767138262,0.7041252,-0.597526734,-1.191954841
0,0,0,0.388800181,-0.589413535,-0.110361629,-0.365795208,-0.123398456,-1.191786481,0.134546982,0.612617099,2.138935191,2.252944614,1.096392451
0,0,0,-0.774091848,-0.589413535,0.970815547,1.085335723,1.804285579,0.594134785,0.000611725,0.612617099,-3.672045275,-1.819157312,1.096392451
1,1,0,-0.167365572,1.100554628,0.325061261,1.235452715,0.27705729,1.784748962,1.596016996,0.14905361,-0.264371545,0.216893651,1.859174882
0,0,1,0.641602796,-0.589413535,-2.237660747,-0.31575621,-1.210910631,0.891788329,-1.267833947,-0.469031042,0.59651445,-1.41194712,2.621957313
0,1,0,-0.849932632,2.055754025,-1.178623719,0.534906749,0.732477551,-0.298825848,-0.615884386,0.14905361,-0.120890546,3.067365,0.33361002
0,0,0,-2.063385184,-0.589413535,0.122109914,-0.11560022,1.0583386,-2.134356038,0.252725151,1.385222914,1.565011195,1.031314036,0.33361002
1,0,0,1.753934301,-0.589413535,1.483728951,-1.616770148,0.875777892,1.090224025,-1.315105215,1.076180588,-0.658944292,-0.597526734,1.096392451
0,0,0,-0.698251064,-0.589413535,0.642403367,2.236232667,1.337087208,1.735140038,0.78846618,-0.417523988,0.201941703,3.474575192,-0.42917241
0,0,0,0.135997566,-0.589413535,-0.383423441,-1.316536162,-2.671396296,1.933575734,-0.052568451,0.14905361,-0.013279796,-0.190316542,-0.42917241
0,0,0,1.602252732,-0.589413535,-0.348368209,0.534906749,-0.729971132,1.288659722,-0.27710697,0.612617099,-0.443722794,-0.597526734,-0.42917241
0,0,0,-1.254416816,-0.589413535,0.976350583,0.434828754,-0.254920687,-0.249216924,0.591502566,0.355081827,-0.407852544,-0.597526734,-0.42917241
0,0,0,0.161277827,-0.589413535,-0.84283149,-0.766107189,-0.390368954,-0.298825848,-1.752364437,0.767138262,-0.479593043,-0.190316542,-1.191954841
0,0,0,0.742723842,-0.589413535,-0.047631213,0.434828754,-2.153159447,0.197263392,0.725437823,-1.602186237,-0.264371545,-1.004736927,-0.42917241
0,0,0,-0.521289233,-0.589413535,0.561222828,-1.316536162,-0.103768273,-1.142177557,0.138486255,0.973166479,-0.515463293,-0.190316542,0.33361002
0,0,0,-0.167365572,-0.589413535,-0.774566037,0.885179732,0.055236215,-0.596479393,-1.007841977,1.591251131,1.134568197,-1.004736927,-1.191954841
0,1,0,0.439360704,1.100554628,2.029852575,-2.41739411,-0.663228507,0.544525861,-1.616459544,-0.623552205,-0.264371545,-0.190316542,-0.42917241
0,1,0,0.414080442,1.100554628,0.343511383,-0.716068191,-0.459074597,-0.695697241,-0.407102955,-0.417523988,-1.232868289,0.624103844,-0.42917241
0,0,0,-0.571849756,-0.589413535,-0.549474543,0.93521873,-0.356997642,0.742961557,1.188302316,1.33371586,-0.192631045,1.438524229,-1.191954841
1,1,1,0.768004103,1.320985258,2.092582992,0.034516773,-0.013469428,-0.149999076,1.066184875,1.385222914,1.278049196,1.031314036,1.859174882
0,0,0,-0.951053678,-0.589413535,-1.780097711,-1.816926138,-0.459074597,0.29648124,0.877099806,-0.572045151,0.991087198,-0.597526734,-1.191954841
0,1,0,-1.203856293,1.174031505,-0.623275033,2.286271665,0.394838392,1.784748962,0.959824524,-0.21149577,1.026957448,0.216893651,1.096392451
0,0,0,-0.97633394,-0.589413535,0.051999449,0.034516773,2.509009173,-0.348434772,0.863312353,1.591251131,0.345422702,-1.41194712,0.33361002
0,0,0,-0.091524788,-0.589413535,0.71066882,-0.716068191,-0.321663311,-0.298825848,0.774678727,0.50960299,-1.376349288,1.438524229,1.096392451
0,0,0,0.110717304,-0.589413535,-0.717370658,0.434828754,-0.427666303,-2.432009583,0.311814235,-0.881087477,-1.232868289,-0.597526734,0.33361002
0,0,0,1.425290902,-0.589413535,-0.494124176,0.234672763,1.121155188,-0.993350785,-0.060446995,-0.366016933,-0.300241794,-0.190316542,-0.42917241
0,1,0,-0.875212894,2.055754025,-1.342829809,-1.216458167,0.184795427,-1.142177557,-0.212108978,0.870152371,0.66825495,-1.004736927,-0.42917241
0,0,0,-1.583060216,-0.589413535,0.27524593,-0.31575621,-0.268661816,-0.249216924,0.435901311,-0.520538096,0.201941703,0.216893651,1.096392451
0,0,0,0.135997566,-0.589413535,0.635023318,-0.265717213,-0.951792207,-1.489440026,1.16072741,1.230701751,0.7041252,0.216893651,1.096392451
0,0,0,-0.040964265,-0.589413535,0.695908722,0.584945747,0.909149204,-0.546870469,0.491051123,-0.572045151,1.995454192,1.031314036,1.096392451
1,0,0,1.096647503,-0.589413535,0.443142045,-0.015522225,0.926816369,0.147654468,-0.135293169,-0.314509879,0.59651445,2.660154807,-1.191954841
0,1,0,-0.47072871,1.174031505,-0.44799887,1.535686701,0.8659628,0.29648124,-1.551461551,-1.653693292,0.166071453,-0.597526734,-0.42917241
0,1,0,-0.369607664,1.688369642,-0.219217351,1.935998682,-1.715406352,0.891788329,0.90073544,1.076180588,0.7041252,0.624103844,-0.42917241
1,0,1,-0.774091848,-0.589413535,0.871184885,-0.11560022,0.544027788,0.742961557,-2.520522531,-0.366016933,2.641118688,-0.190316542,0.33361002
